code,water_source_type,inspecting_agency,inspection_date,distance_to_settlement,date_source_established,latitude,longitude,permanent,months_used,functioning,reason_for_non_functioning,number_of_human_using_source,number_of_camel_using_source,number_of_cattle_using_source,number_of_shoats_using_source,number_of_hectares_irrigated_using_source,source_protected,berkad_depth,berkad_length,berkad_width,other_source_yield,number_of_animal_troughs,source_used_for_water_trucking,number_of_trucks_per_day,supply_system_condition,supply_system_condition_description,wsc_date_of_establishment,last_intervention_description,last_intervention_date,metadata_tag
BHBRBO033,Borehole,Puntland_PWDA,2019-10-31,,23-01-00,11.2649,49.1753,Yes,,Yes,,,,,,,,,,,,,No,,Good,Good,,Replaced pump,2019-10-21,Strategic Water Sources Survey – WSS_NAT
BHBRBO008,Borehole,Puntland_PWDA,2019-11-16,3.5,09-07-87,10.3957,49.0666,Yes,,Yes,,,500,,2000,10.0,,,,,,2,Yes,15,Good,Fair,15-08-04,Solar power,2018-07-13,Strategic Water Sources Survey – WSS_NAT
BHBRBO020,Borehole,Puntland_PSAWEN,2014-01-16,,01-06-86,10.7198,49.1444,Yes,,Yes,,120,600,,7000,1.0,,,,,,2,Yes,5,Good,Good,,"New elevated Tank 40cbm, kiosks-4, 2through, pipeline 700m., PSAWEN_generator 30KVA, PUMP 11.",2018-07-12,Strategic Boreholes Survey – BHS
DWNGGA118,Dug Well,SWALIM_HGS,2012-01-31,,,8.4496,48.89974,,,Yes,,,1000,,700,,,,,,,,,,,,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
BHBRBO021,Borehole,Puntland_PWDA,2019-11-13,1.0,10-10-88,10.7199,49.1443,Yes,,Yes,,,1700,,1500,6.0,,,,,,,,,,,,Generator and pump,2013-07-05,Strategic Water Sources Survey – WSS_NAT
BHBRBO024,Borehole,Puntland_PWDA,2019-10-31,6.0,31-10-00,11.2678,49.1658,Yes,,Yes,,,,,,,,,,,,,No,,Good,Good,,PUMP replaced.,2017-02-02,Strategic Water Sources Survey – WSS_NAT
DMGDGA007,Dam,SWALIM_WSIS,2009-09-23,,,2.8958,42.45,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHBRBO025,Borehole,Puntland_PWDA,2019-11-06,5.0,06-07-18,11.2425,49.1683,Yes,,Yes,,,,,,,,,,,,,No,,Good,Good,,,,Strategic Water Sources Survey – WSS_NAT
BHBRBO026,Borehole,Puntland_PWDA,2019-11-03,0.5,15-02-15,11.2617,49.1693,Yes,,Yes,,,,,,,,,,,,,No,,Good,Good,,,,Strategic Water Sources Survey – WSS_NAT
BHBRBO027,Borehole,Puntland_PWDA,2019-11-04,3.0,04-11-19,11.2576,49.1709,Yes,,Yes,,,,,,,,,,,,,Yes,10,Good,Good,,,,Strategic Water Sources Survey – WSS_NAT
BHHRBE005,Borehole,SCF,2005-02-22,,,4.7484,44.8707,,,No,,,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
BHBRBO028,Borehole,Puntland_PWDA,2019-11-04,3.0,03-05-19,11.2581,49.1706,Yes,,Yes,,,,,,,,,,,,,Yes,14,Good,Good,,,,Strategic Water Sources Survey – WSS_NAT
BHBYBA082,Borehole,SWALIM_GSA,2018-06-06,,,3.1256,43.6707,,,Yes,,,,,,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHBYBA083,Borehole,SWALIM_GSA,2018-06-06,,,3.132,43.6716,,,Yes,,,,,,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHBYBA085,Borehole,FGS_MoEWR,2019-09-13,0.05,,3.1318,43.6718,Yes,,Yes,,,,,,,,,,,,,No,,Fair,,,,,Strategic Water Sources Survey – WSS_NAT
BHBRBO029,Borehole,Puntland_PWDA,2019-11-04,3.0,04-11-17,11.2511,49.172,Yes,,Yes,,,,,,,,,,,,,No,,Good,Good,,,,Strategic Water Sources Survey – WSS_NAT
BHBRBO030,Borehole,Puntland_PWDA,2019-11-06,5.0,06-09-14,11.2379,49.1729,Yes,,Yes,,,,,,,,,,,,,,,Good,Good,,,,Strategic Water Sources Survey – WSS_NAT
BHBRBO031,Borehole,Puntland_PSAWEN,2014-01-05,,01-06-10,11.2379,49.173,Yes,,Yes,,,142,,,12.5,,,,,,,,,,,,Solar installation,2013-07-05,Strategic Boreholes Survey – BHS
BHWGGE052,Borehole,SWALIM_HGS,2012-01-15,,,9.6938,43.57474,,,Yes,,720,,,,,,,,,,,,,,,,,2007-10-25,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
BHWGBE001,Borehole,Somaliland_MoWR,2014-01-03,,03-01-14,10.3098,44.3464,Yes,,Yes,,200,,,,,,,,,,,,,,,,,,Strategic Boreholes Survey – BHS
BHBRBO034,Borehole,Puntland_PWDA,2019-11-06,5.0,03-07-15,11.2383,49.1766,Yes,,Yes,,,,,,,,,,,,,No,,Good,Good,,,,Strategic Water Sources Survey – WSS_NAT
BHBRBO035,Borehole,Puntland_PWDA,2019-11-05,8.0,02-06-16,11.1993,49.1786,Yes,,Yes,,,,,,,,,,,,,No,,Good,,,,,Strategic Water Sources Survey – WSS_NAT
BHGLCB018,Borehole,SWALIM_GSA,2016-02-03,,03-02-13,6.2721,46.3184,Yes,,Yes,,900,300,,3500,,Yes,,,,,,,,,,,,,Strategic Water Sources Survey in Galmudug State – WSS_GM
BHBRQR005,Borehole,Puntland_PWDA,2019-11-10,2.0,06-06-04,9.4939,49.0648,Yes,,Yes,,,800,,12000,12.0,,,,,,4,Yes,3,Good,Good,,Solar system,2019-04-10,Strategic Water Sources Survey – WSS_NAT
SPBRBO010,Spring,SWALIM_WSIS,2008-05-31,,,11.0634,49.1279,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHBRQR007,Borehole,Puntland_PWDA,2019-11-10,3.0,08-03-19,9.4872,49.0677,Yes,,Yes,,,750,,1020,,,,,,,2,Yes,10,Good,Good,,New borehole,2019-03-07,Strategic Water Sources Survey – WSS_NAT
DWNGEY029,Dug Well,SWALIM_HGS,2012-01-19,,,7.98022,49.81368,,,,,,,,,,,,,,,,,,,,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
BHBRQR008,Borehole,Puntland_PSAWEN,2014-01-17,,01-06-80,9.49645,49.07512,Yes,,Yes,,1000,1000,,5000,,,,,,,,,,,,,Generator,2012-09-01,Strategic Boreholes Survey – BHS
BHBYBA071,Borehole,SWALIM_GSA,2017-12-04,,01-01-14,3.1341,43.6583,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,,Strategic Water Sources Survey in Bay and Bakool Regions – WSS_BB
BHBYBA074,Borehole,SWALIM_GSA,2017-11-04,,01-01-07,3.1286,43.6604,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,,Strategic Water Sources Survey in Bay and Bakool Regions – WSS_BB
BHSNCR095,Borehole,SWALIM_HGS,2012-02-14,,,10.627916,47.371305,,,Yes,,,,,,,,,,,,,,,,,,,1983-06-28,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
BHBRQR009,Borehole,Puntland_PWDA,2019-11-10,0.0,10-07-82,9.4964,49.0751,Yes,,Yes,,,600,,900,,,,,,,4,Yes,12,Good,Good,,"Generator55, pump11kw",2017-05-06,Strategic Water Sources Survey – WSS_NAT
BHBYBA028,Borehole,SWALIM_GSA,2018-06-06,,,3.267,43.5697,,,Yes,,,,,,,,,,,,,,,,,,,2007-01-16,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWBKXU034,Dug Well,SWALIM_WSIS,2009-08-05,, 1/23/1995,4.2292,43.9318,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
DWSNCR117,Dug Well,SWALIM_WSIS,2008-06-16,,,10.4134,48.4523,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHBRQR010,Borehole,Puntland_PWDA,2019-11-11,0.5,11-03-18,9.4941,49.0777,Yes,,Yes,,,,,,,,,,,,,Yes,6,Good,Good,,,,Strategic Water Sources Survey – WSS_NAT
BHBRQR011,Borehole,Puntland_PWDA,2019-11-10,0.0,10-11-14,9.496,49.0787,Yes,,Yes,,,,,,,,,,,,3,Yes,10,Good,Good,,Solar system,2018-07-07,Strategic Water Sources Survey – WSS_NAT
BHBRQR012,Borehole,Puntland_PSAWEN,2014-01-17,,01-03-09,9.5169,49.0805,Yes,,Yes,,20,200,,500,,,,,,,,,,,,,,,Strategic Boreholes Survey – BHS
BHSNCR100,Borehole,SWALIM_HGS,2012-01-20,30.0,,10.634472,47.362916,,,Yes,,35000,,,,,,,,,,,,,,,,,1987-02-10,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
BHBRQR013,Borehole,Puntland_PWDA,2019-11-12,0.0,12-11-08,9.5169,49.0806,Yes,,Yes,,,,,,,,,,,,,Yes,17,Good,Good,,"Generator 60, pump18.5kw, pipes 42",2017-08-12,Strategic Water Sources Survey – WSS_NAT
BHBRQR014,Borehole,Puntland_PWDA,2019-11-10,0.0,09-11-03,9.4979,49.0829,Yes,,Yes,,,500,,900,,,,,,,3,Yes,10,Good,Good,,"Generator60kw replaced,",2017-07-09,Strategic Water Sources Survey – WSS_NAT
BHBRQR015,Borehole,Puntland_PSAWEN,2014-01-17,,01-06-04,9.498,49.0828,Yes,,Yes,,1000,1000,,6000,,,,,,,,,,,,,Pipes and pump,2013-07-05,Strategic Boreholes Survey – BHS
BHBRQR016,Borehole,Puntland_PWDA,2019-11-12,1.0,12-11-18,9.5205,49.0854,Yes,,Yes,,,300,,1000,,,,,,,2,No,,Good,Good,,"Construction of infrastructure,",2019-05-11,Strategic Water Sources Survey – WSS_NAT
BHBRQR047,Borehole,SWALIM_HGS,2012-02-11,,,9.49785,49.08268,,,Yes,,,,,,,,,,,,,,,,,,,2004-11-14,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
BHBRQR017,Borehole,Puntland_PWDA,2019-11-10,0.0,10-11-14,9.5054,49.0918,Yes,,Yes,,,800,,12000,,,,,,,3,Yes,20,Good,Good,,Solar system,2019-01-10,Strategic Water Sources Survey – WSS_NAT
,Borehole,FGS Ministry of Energy and Water Resources,,,1/1/1986,3.1253,43.661,,,Yes,,,,,,,,,,,,,,,,,,,,
BHLSAF020,Borehole,SWALIM_GSA,2017-12-18,,01-01-07,2.0968,45.1536,,,Yes,,2000,,,,,Yes,,,,,,,,,,,Full rehabilitation,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHSNCR090,Borehole,SWALIM_HGS,2012-02-20,,,10.22484,48.312,,,Yes,,18000,200,,1000,,,,,,,,,,,,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
BHBRQR033,Borehole,Puntland_PWDA,2019-11-19,0.2,15-07-88,9.4069,49.5872,Yes,,Yes,,,2000,,5000,,,,,,,2,Yes,10,Fair,Need to rehabilitate,16-08-94,Solar panels,2018-09-17,Strategic Water Sources Survey – WSS_NAT
BHBRQR036,Borehole,Puntland_PWDA,2019-11-19,1.0,17-06-15,9.0911,49.5931,Yes,,Yes,,,500,,2000,,,,,,,2,Yes,6,Good,Good,17-08-15,"1 room, 3 kiosks, extention pipeline to school, repairing some pipes.",2019-11-19,Strategic Water Sources Survey – WSS_NAT
BHBYBA072,Borehole,FGS_MoEWR,2019-09-13,1.0,09-09-18,3.1526,43.6585,Yes,,Yes,,,,,,,,,,,,,Yes,4,Good,,,,,Strategic Water Sources Survey – WSS_NAT
BHBRQR037,Borehole,Puntland_PWDA,2019-11-17,4.0,17-01-18,9.7517,49.7252,Yes,,Yes,,,600,,3000,,,,,,,2,Yes,8,Good,Good,13-02-18,,,Strategic Water Sources Survey – WSS_NAT
BHBYBA084,Borehole,SWALIM_GSA,2017-04-13,,01-01-07,3.132,43.6717,Yes,,Yes,,,,,,,Yes,,,,,,,,,,,,,Strategic Water Sources Survey in Bay and Bakool Regions – WSS_BB
SPBRBO028,Spring,SWALIM_WSIS,2008-05-31,,,11.046,49.1678,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHBRQR038,Borehole,Puntland_PSAWEN,2014-01-18,,01-06-58,9.7826,49.7293,Yes,,Yes,,1400,1800,50,20000,1.0,,,,,,,,,,,,Generator and pump,2010-07-02,Strategic Boreholes Survey – BHS
BHSNCR096,Borehole,SWALIM_HGS,2012-01-20,30.0,,10.630222,47.362694,,,,,35000,,,,,,,,,,,,,,,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
BHBRQR039,Borehole,Puntland_PWDA,2019-11-17,0.0,12-06-58,9.7825,49.7292,Yes,,Yes,,,500,,2000,,,,,,,3,Yes,12,Good,Fair,13-07-05,"Elevated Tank 50cbm, 3 rehabilitation of troughs, 1 room, generator 70kw",2011-07-17,Strategic Water Sources Survey – WSS_NAT
BHBRQR040,Borehole,SWALIM_WSIS,2008-06-24,,,8.8086,49.743,Yes,,No,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHBRQR041,Borehole,Puntland_PSAWEN,2014-01-18,,01-06-12,9.639,49.8926,Yes,,Yes,,3000,2000,,10000,,,,,,,,,,,,,,,Strategic Boreholes Survey – BHS
BHBRQR042,Borehole,Puntland_PWDA,2019-11-19,1.0,17-12-17,9.2358,49.9202,Yes,,Yes,,,500,,2000,,,,,,,2,Yes,5,Poor,Kiosks not functioning,16-07-15,"Generator room, generator 65kw, pump18. 5, pipe 2 class c 33 pcs.",2018-07-17,Strategic Water Sources Survey – WSS_NAT
BHBRQR044,Borehole,Puntland_PWDA,2019-11-17,1.0,14-09-10,9.5248,49.9266,Yes,,Yes,,,500,,1500,,,,,,,4,Yes,8,Good,Not functional,12-10-13,"Two rooms, pipeline 2000m, 3 kiosks, 2 troughs,",2015-09-16,Strategic Water Sources Survey – WSS_NAT
BHBRQR046,Borehole,SWALIM_HGS,2012-02-11,,,9.49643,49.07515,,,Yes,,70000,,,,,,,,,,,,,,,,,1982-11-06,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
BHGLCD010,Borehole,COOPI,2012-03-12,,03-07-05,6.1298,46.637,Yes,,Yes,,3000,200,80,300,,,,,,,,,,,,,,2009-04-06,Water Sources Data from Partners – WSD_Pat
BHBRQR048,Borehole,SWALIM_HGS,2012-02-12,,,9.51692,49.08062,,,Yes,,,,,,,,,,,,,,,,,,,2009-12-31,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
BHBYBA070,Borehole,COOPI,2013-09-13,3.0,13-05-18,3.1341,43.6582,Yes,,Yes,,,,,,,,,,,,,,,,,03-02-16,Solar installation,2018-05-08,Water Sources Data from Partners – WSD_Pat
DWGLDH040,Dug Well,ICRC,2013-02-02,,,5.4171,46.4946,Yes,,Yes,,,900,180,7920,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
BHBYBA073,Borehole,SWALIM_GSA,2018-06-06,,,3.1286,43.6603,,,Yes,,,,,,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHBYBA076,Borehole,SWALIM_GSA,2018-06-06,,01-01-86,3.1253,43.661,,,Yes,,,,,,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DMHRBE016,Dam,COOPI,2012-12-21,,,5.4166,45.4307,Yes,,Yes,,300,300,,500,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
DWSLCA050,Dug Well,SWALIM_HGS,2012-01-04,,,9.267805,46.378888,,,,,,,,,,,,,,,,,,,,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
BHBYBU001,Borehole,FGS_MoEWR,2019-09-15,2.0,,2.9525,43.9249,Yes,,Yes,,,300,400,500,,,,,,,3,Yes,5,Good,,,,,Strategic Water Sources Survey – WSS_NAT
BHGLCD017,Borehole,SWALIM_GSA,2018-04-01,,01-01-17,6.0153,46.6795,Yes,,Yes,,,100,60,1500,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWGLDH033,Dug Well,COOPI,2012-12-15,, 10/8/2001,5.6634,46.4227,Yes,,Yes,,,70,18,250,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
DWSLCA006,Dug Well,SWALIM_WSIS,2008-05-15,,,8.8394,46.4007,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHGLCB003,Borehole,FGS_MoEWR,2019-09-18,7.0,13-01-09,5.9582,46.0122,Yes,,Yes,,,1000,0,100000,0.0,,,,,,2,Yes,3,Poor,It is not comfortable because the pump have no power,24-12-09,Construction of water tank,2010-10-17,Strategic Water Sources Survey – WSS_NAT
,Borehole,FGS Ministry of Energy and Water Resources,,,1/1/2015,3.1351,43.6824,Yes,,Yes,,,,,,,,,,,,,,,,,,,,
BHGLCB004,Borehole,ICRC,2013-02-08,,,6.0725,46.1903,Yes,,Yes,,350,1715,735,22050,,,,,,,2,Yes,6,Fair,The source is opening it needs to cover,26-01-17,Water tank,2015-07-19,Water Sources Data from Partners – WSD_Pat
BHGLCB005,Borehole,FGS_MoEWR,2019-09-16,1.0,16-09-13,6.1238,46.3172,Yes,,Yes,,,800,60,52700,0.0,,,,,,,,,,,,,,Strategic Water Sources Survey – WSS_NAT
DWGLDH041,Dug Well,SWALIM_WSIS,2009-08-01,,,5.4175,46.4954,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
,Borehole,FGS Ministry of Energy and Water Resources,,,,3.2846,43.3511,,,Yes,,,,,,,,,,,,,,,,,,,,
BHGLCB006,Borehole,SWALIM_GSA,2018-04-01,,01-01-16,6.0901,46.1925,Yes,,Yes,,,200,100,1300,,,,,,,,,,,,01-01-17,Elevated water tank construction,2017-01-01,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHHRBE012,Borehole,SCF,2005-02-22,,,4.8361,45.2153,,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
BHHRBE011,Borehole,ADRA,2004-06-10,,,4.7333,45.185,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
BHGLCB007,Borehole,SWALIM_GSA,2016-02-09,,05-10-15,5.9149,46.232,Yes,,Yes,,1600,1500,,1000,,Yes,,,,,,,,,,01-01-17,Solar system,2014-01-01,Strategic Water Sources Survey in Galmudug State – WSS_GM
BHGLCB008,Borehole,SWALIM_GSA,2016-02-09,,09-02-12,5.7511,46.2337,Yes,,Yes,,1500,800,150,72000,,Yes,,,,,,,,,,,Constructed generator room and trouphs and provided generator,2014-01-01,Strategic Water Sources Survey in Galmudug State – WSS_GM
BHSNCR091,Borehole,SWALIM_HGS,2012-01-22,,,9.575417,47.75417,,,Yes,,,2000,,6000,,,,,,,,,,,,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
BHGLCD006,Borehole,SWALIM_GSA,2018-04-01,,01-01-09,6.1675,46.633,Yes,,Yes,,,100,,10000,1.0,,,,,,,,,,,,"Solar system, pipes and cables",2018-01-01,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHLSAF008,Borehole,SWALIM_GSA,2018-06-06,,01-01-79,2.3276,45.1056,Yes,,No,,0,0,0,0,0.0,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHGLCB009,Borehole,FGS_MoEWR,2019-09-17,8.0,13-11-02,6.19412,46.23468,Yes,,Yes,,,1500,3000,300000,6.2,,,,,,2,Yes,20,Good,It's very good condition,,Store,2005-03-12,Strategic Water Sources Survey – WSS_NAT
BHSNLA023,Borehole,SWALIM_HGS,2012-02-23,,,10.21116,48.77456,,,Yes,,9000,,,,,,,,,,,,,,,,,,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
BHGLCB010,Borehole,SWALIM_GSA,2018-04-01,,01-01-14,6.1941,46.2347,Yes,,Yes,,,600,100,2000,,,,,,,,,,,,,generator roon construction,2015-01-01,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHGLCB011,Borehole,SWALIM_GSA,2016-02-02,,02-02-15,6.19414,46.23471,Yes,,Yes,,1800,500,,1800,,Yes,,,,,,,,,,,,,Strategic Water Sources Survey in Galmudug State – WSS_GM
BHGLCB013,Borehole,SWALIM_GSA,2016-02-09,,09-02-12,5.6892,46.2348,Yes,,Yes,,900,500,,6000,,Yes,,,,,,,,,,,,,Strategic Water Sources Survey in Galmudug State – WSS_GM
BHGLCB014,Borehole,COOPI,2012-12-13,,24-03-12,5.6892,46.2349,Yes,,Yes,,150,200,20,500,,,,,,,,,,,,,,2012-03-24,Water Sources Data from Partners – WSD_Pat
BHGLCU010,Borehole,SWALIM_GSA,2016-02-29,,01-01-82,4.531,47.1461,,,,,,,,,,,,,,,,,,,,,,,Strategic Water Sources Survey in Galmudug State – WSS_GM
DWHRBE032,Dug Well,COOPI,2012-12-12,, 3/14/1988,5.4724,45.5267,No,,No,,,,,,,,,,,,,,,,,,,1988-03-14,Water Sources Data from Partners – WSD_Pat
BHGLCD027,Borehole,SWALIM_GSA,2016-02-01,,01-02-12,6.1709,46.8493,Yes,,Yes,,1000,300,,240,,Yes,,,,,,,,,,,Supplies and pump,2016-01-01,Strategic Water Sources Survey in Galmudug State – WSS_GM
BHGLCB015,Borehole,SWALIM_GSA,2016-02-02,,29-09-83,6.08066,46.31252,Yes,,Yes,,800,800,,3000,,Yes,,,,,,,,,,,Constructed Water tank also supplied generator,2010-01-01,Strategic Water Sources Survey in Galmudug State – WSS_GM
BHGLCB016,Borehole,SWALIM_GSA,2018-04-01,,01-01-81,6.0807,46.3125,Yes,,,,,300,500,2000,,,,,,,,,,,,01-01-00,Generator and Pump Supply,2018-01-01,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHGLCB017,Borehole,SWALIM_GSA,2018-04-01,,15-12-12,6.1238,46.3173,Yes,,Yes,,,300,150,2500,,,,,,,,,,,,,Elevated water tank construction,2016-01-01,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHGLCB019,Borehole,FGS_MoEWR,2019-09-17,7.0,10-01-11,6.272,46.3184,Yes,,Yes,,,800,500,200000,1.0,,,,,,3,Yes,6,Fair,Shortage of water tank,,Construction of trought and water tank,2012-05-13,Strategic Water Sources Survey – WSS_NAT
BHGLCB021,Borehole,SWALIM_GSA,2018-04-01,,01-01-13,6.272,46.3186,Yes,,Yes,,,420,200,300,,,,,,,,,,,,05-07-05,Elevated water tank and generator room rehabilitation,2017-01-01,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHGLCB022,Borehole,SWALIM_GSA,2016-01-30,,30-08-15,5.9865,46.3626,No,,No,,,,,,,Yes,,,,,,,,,,,,,Strategic Water Sources Survey in Galmudug State – WSS_GM
BHGLCB023,Borehole,FGS_MoEWR,2019-09-16,1.0,10-05-15,5.98639,46.36258,Yes,,Yes,,,500,50,330000,0.0,,,,,,2,Yes,4,Good,It's very good condition,17-07-15,"Construction of solar 
Construction of wall
Two store  rooms",2017-03-14,Strategic Water Sources Survey – WSS_NAT
BHGLCB024,Borehole,SWALIM_GSA,2018-04-01,,09-02-14,5.9267,46.3649,Yes,,Yes,,,300,,3000,1.0,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
DWAWBA019,Dug Well,SWALIM_WSIS,2008-05-29,,' 22/01/2006,10.0318,43.3655,,,,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
BHGLCB025,Borehole,FGS_MoEWR,2019-09-16,1.0,16-05-16,5.9267,46.3648,Yes,,Yes,,,400,20,10000,0.0,,,,,,2,Yes,20,Good,Very good condition,,Construction of Solar,2018-05-13,Strategic Water Sources Survey – WSS_NAT
BHGLCB026,Borehole,SWALIM_GSA,2018-04-01,,09-02-11,5.9174,46.3777,Yes,,Yes,,,200,,50000,,,,,,,,,,,,01-01-11,Generator supply,2014-01-01,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHGLCD003,Borehole,SWALIM_GSA,2016-01-30,,30-01-86,6.1419,46.6285,Yes,,Yes,,1800,,,,,Yes,,,,,,,,,,,Full rehabilitation,2018-01-01,Strategic Water Sources Survey in Galmudug State – WSS_GM
BHGLCB027,Borehole,FGS_MoEWR,2019-09-16,1.0,10-04-08,5.91745,46.37774,Yes,,Yes,,,250,35,6000,0.5,,,,,,2,Yes,10,Good,It's very good condition,,"Water tank construction 
Store construction",2013-06-19,Strategic Water Sources Survey – WSS_NAT
BHGLCB028,Borehole,FGS_MoEWR,2019-09-15,3.0,15-09-18,6.028,46.4032,Yes,,Yes,,,800,0,194000,0.0,,,,,,3,Yes,18,Good,Construction Water tanks,,No,,Strategic Water Sources Survey – WSS_NAT
BHGLDH052,Borehole,SWALIM_GSA,2018-04-01,,01-01-85,5.7257,46.9587,,,No,Other,,,,,,,,,,,,,,,,,,,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHGLCD011,Borehole,SWALIM_GSA,2016-01-30,,30-01-06,6.1298,46.6371,Yes,,Yes,,2000,500,,2500,,Yes,,,,,,,,,,,Constructed Water tank,2011-01-01,Strategic Water Sources Survey in Galmudug State – WSS_GM
DWNGEY020,Dug Well,SWALIM_HGS,2012-01-21,,,7.9653,49.8486,,,Yes,,,,,,,,,,,,,,,,,,,2000-05-15,Hydrogeological Survey and Assessment of Selected Areas in Somaliland and Puntland - HASP
BHGLCB029,Borehole,FGS_MoEWR,2019-09-15,3.0,15-09-14,5.9771,46.4643,Yes,,Yes,,,1500,0,60000,0.0,,,,,,3,Yes,13,Fair,"1. Water tank is repture 
2. Motor is very low",,Construction of water tank,2019-05-14,Strategic Water Sources Survey – WSS_NAT
BHGLCB030,Borehole,SWALIM_GSA,2018-04-01,,01-01-17,5.9768,46.4643,Yes,,Yes,,,600,,3000,,,,,,,,,,,,01-01-17,Pipes replacement,2018-01-01,"Strategic Water Sources Survey in Galmudug, Hiran, Middle and Lower Shabelle – WSS_GMHS"
BHGLCB031,Borehole,FGS_MoEWR,2019-09-15,2.0,15-04-19,6.1177,46.6188,Yes,,Yes,,,,,,,,,,,,0,No,,Good,"It's still going the work 
Construction still going",,Still going the construction its new,,Strategic Water Sources Survey – WSS_NAT
BHGLCB032,Borehole,YME_GSA,2011-12-01,,,5.7473,46.2279,,,,,,,,,,,,,,,,,,,,,,,Water Sources Data from Partners – WSD_Pat
DWAWBO054,Dug Well,SWALIM_WSIS,2008-05-16,,,10.3857,43.2339,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
SPAWBO017,Spring,SWALIM_WSIS,2008-05-29,,,10.07,43.3338,Yes,,Yes,,,,,,,,,,,,,,,,,,,,Water Sources Inventory Survey – WSIS
